locus_tag	ftype	length_bp	gene	EC_number	COG	product
KNDGMFLB_00398	CDS	957	rutD	3.5.1.-		Putative aminoacrylate hydrolase RutD
KNDGMFLB_00399	CDS	309	rpsJ		COG0051	30S ribosomal protein S10
KNDGMFLB_00400	CDS	630	rplC		COG0087	50S ribosomal protein L3
KNDGMFLB_00401	CDS	624	rplD		COG0088	50S ribosomal protein L4
KNDGMFLB_00402	CDS	288	rplW		COG0089	50S ribosomal protein L23
KNDGMFLB_00403	CDS	834	rplB		COG0090	50S ribosomal protein L2
KNDGMFLB_00404	CDS	279	rpsS		COG0185	30S ribosomal protein S19
KNDGMFLB_00405	CDS	342	rplV		COG0091	50S ribosomal protein L22
KNDGMFLB_00406	CDS	657	rpsC		COG0092	30S ribosomal protein S3
KNDGMFLB_00407	CDS	435	rplP		COG0197	50S ribosomal protein L16
KNDGMFLB_00408	CDS	201	rpmC		COG0255	50S ribosomal protein L29
KNDGMFLB_00409	CDS	264	rpsQ		COG0186	30S ribosomal protein S17
KNDGMFLB_00410	CDS	369	rplN		COG0093	50S ribosomal protein L14
KNDGMFLB_00411	CDS	312	rplX		COG0198	50S ribosomal protein L24
KNDGMFLB_00412	CDS	540	rplE		COG0094	50S ribosomal protein L5
KNDGMFLB_00413	CDS	186	rpsN1		COG0199	30S ribosomal protein S14
KNDGMFLB_00414	CDS	399	rpsH		COG0096	30S ribosomal protein S8
KNDGMFLB_00415	CDS	540	rplF		COG0097	50S ribosomal protein L6
KNDGMFLB_00416	CDS	363	rplR		COG0256	50S ribosomal protein L18
KNDGMFLB_00417	CDS	507	rpsE		COG0098	30S ribosomal protein S5
KNDGMFLB_00418	CDS	180	rpmD		COG1841	50S ribosomal protein L30
KNDGMFLB_00419	CDS	441	rplO		COG0200	50S ribosomal protein L15
KNDGMFLB_00420	CDS	1296	secY			Protein translocase subunit SecY
KNDGMFLB_00421	CDS	654	adk	2.7.4.3	COG0563	Adenylate kinase
KNDGMFLB_00422	CDS	747	map	3.4.11.18	COG0024	Methionine aminopeptidase 1
KNDGMFLB_00423	CDS	219	infA		COG0361	Translation initiation factor IF-1
KNDGMFLB_00424	CDS	114	rpmJ		COG0257	50S ribosomal protein L36
KNDGMFLB_00425	CDS	366	rpsM		COG0099	30S ribosomal protein S13
KNDGMFLB_00426	CDS	396	rpsK		COG0100	30S ribosomal protein S11
KNDGMFLB_00427	CDS	945	rpoA	2.7.7.6	COG0202	DNA-directed RNA polymerase subunit alpha
KNDGMFLB_00428	CDS	363	rplQ		COG0203	50S ribosomal protein L17
KNDGMFLB_00429	CDS	846	ecfA1	7.-.-.-		Energy-coupling factor transporter ATP-binding protein EcfA1
KNDGMFLB_00430	CDS	870	ecfA2	3.6.3.-	COG1122	Energy-coupling factor transporter ATP-binding protein EcfA2
KNDGMFLB_00431	CDS	798	ecfT		COG0619	Energy-coupling factor transporter transmembrane protein EcfT
KNDGMFLB_00432	CDS	744	truA	5.4.99.12	COG0101	tRNA pseudouridine synthase A
KNDGMFLB_00433	CDS	438	rplM		COG0102	50S ribosomal protein L13
KNDGMFLB_00434	CDS	393	rpsI		COG0103	30S ribosomal protein S9
KNDGMFLB_00435	CDS	768				hypothetical protein
KNDGMFLB_00436	CDS	444				hypothetical protein
KNDGMFLB_00437	CDS	714	cwlD	3.5.1.28	COG0860	Germination-specific N-acetylmuramoyl-L-alanine amidase
KNDGMFLB_00438	CDS	1059	salA		COG0489	Iron-sulfur cluster carrier protein
KNDGMFLB_00439	CDS	558	gerD			Spore germination protein GerD
KNDGMFLB_00440	CDS	597				hypothetical protein
KNDGMFLB_00441	CDS	765				hypothetical protein
KNDGMFLB_00442	CDS	264	bofA			Sigma-K factor-processing regulatory protein BofA
KNDGMFLB_00443	CDS	225				hypothetical protein
KNDGMFLB_00444	CDS	597	recR		COG0353	Recombination protein RecR
KNDGMFLB_00445	CDS	324			COG0718	Nucleoid-associated protein
KNDGMFLB_00446	CDS	1692				hypothetical protein
KNDGMFLB_00447	CDS	486	tadA_1	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
KNDGMFLB_00448	CDS	546	vibB	3.3.2.1	COG1535	Vibriobactin-specific isochorismatase
KNDGMFLB_00449	CDS	1284	sleL	3.2.1.-	COG3858	Cortical fragment-lytic enzyme
KNDGMFLB_00450	CDS	624	dgk	2.7.1.113	COG1428	Deoxyguanosine kinase
KNDGMFLB_00451	CDS	654	dck	2.7.1.74	COG1428	Deoxyadenosine/deoxycytidine kinase
KNDGMFLB_00452	tRNA	93				tRNA-Ser(tga)
KNDGMFLB_00453	CDS	1278	serS	6.1.1.11	COG0172	Serine--tRNA ligase
KNDGMFLB_00454	CDS	591	pdxT	4.3.3.6	COG0311	Pyridoxal 5'-phosphate synthase subunit PdxT
KNDGMFLB_00455	CDS	885	pdxS	4.3.3.6	COG0214	Pyridoxal 5'-phosphate synthase subunit PdxS
KNDGMFLB_00456	CDS	1332	dacA	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
KNDGMFLB_00457	CDS	1467	guaB	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
KNDGMFLB_00458	CDS	948				hypothetical protein
KNDGMFLB_00459	rRNA	111				5S ribosomal RNA
KNDGMFLB_00460	CDS	2547				hypothetical protein
KNDGMFLB_00461	CDS	723	nrdE_2	1.17.4.1	COG0209	Ribonucleoside-diphosphate reductase subunit alpha
KNDGMFLB_00462	CDS	396	nrdI_1		COG1780	Protein NrdI
KNDGMFLB_00463	CDS	354				hypothetical protein
KNDGMFLB_00464	CDS	201				hypothetical protein
KNDGMFLB_00465	CDS	195				hypothetical protein
KNDGMFLB_00466	CDS	135				hypothetical protein
KNDGMFLB_00467	CDS	471				hypothetical protein
KNDGMFLB_00468	CDS	363				hypothetical protein
KNDGMFLB_00469	CDS	126				hypothetical protein
KNDGMFLB_00470	CDS	348				hypothetical protein
KNDGMFLB_00471	CDS	396				hypothetical protein
KNDGMFLB_00472	CDS	543				hypothetical protein
KNDGMFLB_00473	CDS	180				hypothetical protein
KNDGMFLB_00474	CDS	120				hypothetical protein
KNDGMFLB_00475	CDS	213				hypothetical protein
KNDGMFLB_00476	CDS	228				hypothetical protein
KNDGMFLB_00477	CDS	366				hypothetical protein
KNDGMFLB_00478	CDS	219				hypothetical protein
KNDGMFLB_00479	CDS	1332	hhaIM	2.1.1.37		Modification methylase HhaI
KNDGMFLB_00480	CDS	120				hypothetical protein
KNDGMFLB_00481	CDS	519		3.1.3.-	COG4502	Putative 5'(3')-deoxyribonucleotidase
KNDGMFLB_00482	CDS	498	yorR			SPbeta prophage-derived uncharacterized protein YorR
KNDGMFLB_00483	CDS	156				hypothetical protein
KNDGMFLB_00484	CDS	216	yorP			SPbeta prophage-derived uncharacterized protein YorP
KNDGMFLB_00485	CDS	198				hypothetical protein
KNDGMFLB_00486	CDS	159				hypothetical protein
KNDGMFLB_00487	CDS	660				hypothetical protein
KNDGMFLB_00488	CDS	3918	dnaE2_2	2.7.7.7		Error-prone DNA polymerase
KNDGMFLB_00489	CDS	1731	yorK_2	3.1.-.-	COG0608	Putative SPbeta prophage-derived single-strand DNA-specific exonuclease YorK
KNDGMFLB_00490	CDS	1137				hypothetical protein
KNDGMFLB_00491	CDS	1515				hypothetical protein
KNDGMFLB_00492	CDS	471				hypothetical protein
KNDGMFLB_00493	CDS	972				hypothetical protein
KNDGMFLB_00494	CDS	915				hypothetical protein
KNDGMFLB_00495	CDS	372				hypothetical protein
KNDGMFLB_00496	tRNA	86				tRNA-Leu(taa)
KNDGMFLB_00497	tRNA	77				tRNA-Arg(acg)
KNDGMFLB_00498	tRNA	77				tRNA-Pro(tgg)
KNDGMFLB_00499	tRNA	74				tRNA-Ala(tgc)
KNDGMFLB_00500	tRNA	77				tRNA-Met(cat)
KNDGMFLB_00501	tRNA	77				tRNA-Met(cat)
KNDGMFLB_00502	tRNA	93				tRNA-Ser(tga)
KNDGMFLB_00503	tRNA	77				tRNA-Met(cat)
KNDGMFLB_00504	tRNA	77				tRNA-Asp(gtc)
KNDGMFLB_00505	tRNA	76				tRNA-Phe(gaa)
KNDGMFLB_00506	tRNA	76				tRNA-His(gtg)
KNDGMFLB_00507	tRNA	74				tRNA-Gly(tcc)
KNDGMFLB_00508	tRNA	77				tRNA-Ile(gat)
KNDGMFLB_00509	tRNA	75				tRNA-Asn(gtt)
KNDGMFLB_00510	tRNA	91				tRNA-Ser(gct)
KNDGMFLB_00511	tRNA	72				tRNA-Glu(ttc)
KNDGMFLB_00512	CDS	1884	glgB	2.4.1.18	COG0296	1,4-alpha-glucan branching enzyme GlgB
KNDGMFLB_00513	CDS	1143	glgC	2.7.7.27	COG0448	Glucose-1-phosphate adenylyltransferase
KNDGMFLB_00514	CDS	1032	glgD		COG0448	Glycogen biosynthesis protein GlgD
KNDGMFLB_00515	CDS	1455	glgA	2.4.1.21	COG0297	Glycogen synthase
KNDGMFLB_00516	CDS	2397	glgP	2.4.1.1	COG0058	Glycogen phosphorylase
KNDGMFLB_00517	CDS	468	tspO		COG3476	Tryptophan-rich protein TspO
KNDGMFLB_00518	CDS	1062	cotI			Spore coat protein I
KNDGMFLB_00519	CDS	1134	cotSA_1	2.4.-.-	COG0438	Spore coat protein SA
KNDGMFLB_00520	CDS	1056	cotS			Spore coat protein S
KNDGMFLB_00521	CDS	432				hypothetical protein
KNDGMFLB_00522	CDS	1224	cotSA_2	2.4.-.-	COG0438	Spore coat protein SA
KNDGMFLB_00523	CDS	951	wbgU	5.1.3.7		UDP-N-acetylglucosamine 4-epimerase
KNDGMFLB_00524	CDS	1287	rkpK	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
KNDGMFLB_00525	CDS	819	gtaB_1	2.7.7.9		UTP--glucose-1-phosphate uridylyltransferase
KNDGMFLB_00526	CDS	720	dksA_1			RNA polymerase-binding transcription factor DksA
KNDGMFLB_00527	CDS	1416	pchA	5.4.4.2	COG1169	Salicylate biosynthesis isochorismate synthase
KNDGMFLB_00528	CDS	1743	menD	2.2.1.9	COG1165	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase
KNDGMFLB_00529	CDS	825	menH	4.2.99.20	COG0596	2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
KNDGMFLB_00530	CDS	816	menB	4.1.3.36	COG0447	1,4-dihydroxy-2-naphthoyl-CoA synthase
KNDGMFLB_00531	CDS	1461	menE	6.2.1.26	COG0318	2-succinylbenzoate--CoA ligase
KNDGMFLB_00532	CDS	1116	menC	4.2.1.113	COG4948	o-succinylbenzoate synthase
KNDGMFLB_00533	CDS	921	mntA		COG0803	Manganese-binding lipoprotein MntA
KNDGMFLB_00534	CDS	753	mntB		COG1121	Manganese transport system ATP-binding protein MntB
KNDGMFLB_00535	CDS	1308	mntC		COG1108	Manganese transport system membrane protein MntC
KNDGMFLB_00536	CDS	888	mntD		COG1108	Manganese transport system membrane protein MntD
KNDGMFLB_00537	CDS	159				hypothetical protein
KNDGMFLB_00538	CDS	1041	ythB		COG1294	Putative cytochrome bd menaquinol oxidase subunit II
KNDGMFLB_00539	CDS	1332	ythA	1.10.3.-	COG1271	Putative cytochrome bd menaquinol oxidase subunit I
KNDGMFLB_00540	CDS	249	rpmE2		COG0254	50S ribosomal protein L31 type B
KNDGMFLB_00541	CDS	564	csh_1	3.13.1.5		Carbon disulfide hydrolase
KNDGMFLB_00542	CDS	474	luxS	4.4.1.21	COG1854	S-ribosylhomocysteine lyase
KNDGMFLB_00543	CDS	438				hypothetical protein
KNDGMFLB_00544	CDS	141				hypothetical protein
KNDGMFLB_00545	CDS	438	dps		COG0783	General stress protein 20U
KNDGMFLB_00546	CDS	405				hypothetical protein
KNDGMFLB_00547	CDS	477	ytkD	3.6.1.55	COG0494	Putative 8-oxo-dGTP diphosphatase YtkD
KNDGMFLB_00548	CDS	813	ssuC_1		COG0600	Putative aliphatic sulfonates transport permease protein SsuC
KNDGMFLB_00549	CDS	783	tauB	7.6.2.7	COG4525	Taurine import ATP-binding protein TauB
KNDGMFLB_00550	CDS	1029				hypothetical protein
KNDGMFLB_00551	CDS	774				hypothetical protein
KNDGMFLB_00552	CDS	243	ytmB			putative protein YtmB
KNDGMFLB_00553	CDS	1584	pckA	4.1.1.49		Phosphoenolpyruvate carboxykinase (ATP)
KNDGMFLB_00554	CDS	1203	metK	2.5.1.6		S-adenosylmethionine synthase
KNDGMFLB_00555	CDS	1899	asnB	6.3.5.4	COG0367	Asparagine synthetase [glutamine-hydrolyzing] 1
KNDGMFLB_00556	CDS	1392	proY		COG1113	Proline-specific permease ProY
KNDGMFLB_00557	CDS	516	yrdA		COG0663	Protein YrdA
KNDGMFLB_00558	CDS	780	ytpA	3.1.1.-	COG2267	Phospholipase YtpA
KNDGMFLB_00559	CDS	1107	ytpB	4.2.3.130		Tetraprenyl-beta-curcumene synthase
KNDGMFLB_00560	CDS	585	rsmH_1	2.1.1.199		Ribosomal RNA small subunit methyltransferase H
KNDGMFLB_00561	CDS	969				hypothetical protein
KNDGMFLB_00562	CDS	273				hypothetical protein
KNDGMFLB_00563	CDS	138				hypothetical protein
KNDGMFLB_00564	CDS	393	ytrA_1		COG1725	HTH-type transcriptional repressor YtrA
KNDGMFLB_00565	CDS	879	ytrB		COG1131	ABC transporter ATP-binding protein YtrB
KNDGMFLB_00566	CDS	987	ytrC			putative ABC transporter permease YtrC
KNDGMFLB_00567	CDS	978	ytrD			putative ABC transporter permease YtrD
KNDGMFLB_00568	CDS	696	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
KNDGMFLB_00569	CDS	1311	ytrF		COG0577	ABC transporter permease YtrF
KNDGMFLB_00570	CDS	705	graR_1		COG0745	Response regulator protein GraR
KNDGMFLB_00571	CDS	1005	graS_1	2.7.13.3		Sensor histidine kinase GraS
KNDGMFLB_00572	CDS	762	bceA		COG1136	Bacitracin export ATP-binding protein BceA
KNDGMFLB_00573	CDS	1941	bceB		COG0577	Bacitracin export permease protein BceB
KNDGMFLB_00574	CDS	747	yttA			putative membrane protein YttA
KNDGMFLB_00575	CDS	1194	mdrP_1			Na(+), Li(+), K(+)/H(+) antiporter
KNDGMFLB_00576	CDS	786	pfyP			Blue-light photoreceptor
KNDGMFLB_00577	CDS	339				hypothetical protein
KNDGMFLB_00578	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
KNDGMFLB_00579	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
KNDGMFLB_00580	CDS	1299	melA	3.2.1.22	COG1486	Alpha-galactosidase
KNDGMFLB_00581	CDS	831	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
KNDGMFLB_00582	CDS	912	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
KNDGMFLB_00583	CDS	1281	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
KNDGMFLB_00584	CDS	1035	melR		COG1609	HTH-type transcriptional repressor MelR
KNDGMFLB_00585	CDS	900				hypothetical protein
KNDGMFLB_00586	CDS	735	bioW	6.2.1.14	COG1424	6-carboxyhexanoate--CoA ligase
KNDGMFLB_00587	CDS	1347	bioK	2.6.1.105	COG0161	L-Lysine--8-amino-7-oxononanoate transaminase
KNDGMFLB_00588	CDS	1170	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase 2
KNDGMFLB_00589	CDS	696	bioD1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
KNDGMFLB_00590	CDS	1008	bioB	2.8.1.6		Biotin synthase
KNDGMFLB_00591	CDS	1188	bioI	1.14.14.46	COG2124	Biotin biosynthesis cytochrome P450
KNDGMFLB_00592	CDS	762				hypothetical protein
KNDGMFLB_00593	CDS	882	araQ_1		COG0395	L-arabinose transport system permease protein AraQ
KNDGMFLB_00594	CDS	1497	lipO_1		COG1653	Lipoprotein LipO
KNDGMFLB_00595	CDS	2307	yesS_1		COG2207	HTH-type transcriptional regulator YesS
KNDGMFLB_00596	CDS	966	yteP_1		COG4209	putative multiple-sugar transport system permease YteP
KNDGMFLB_00597	CDS	1122	yteR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YteR
KNDGMFLB_00598	CDS	423	yteS			Putative lipoprotein YteS
KNDGMFLB_00599	CDS	1287	yteT	1.-.-.-	COG0673	Putative oxidoreductase YteT
KNDGMFLB_00600	CDS	669				hypothetical protein
KNDGMFLB_00601	CDS	183				Sporulation protein cse60
KNDGMFLB_00602	CDS	1539	opuD		COG1292	Glycine betaine transporter OpuD
KNDGMFLB_00603	CDS	1218	baiN	1.3.1.114	COG2081	3-dehydro-bile acid delta(4,6)-reductase
KNDGMFLB_00604	CDS	1566	murJ_1		COG2244	Lipid II flippase MurJ
KNDGMFLB_00605	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
KNDGMFLB_00606	CDS	222	ytzE		COG1349	putative HTH-type transcriptional regulator YtzE
KNDGMFLB_00607	CDS	711	ecsA_1		COG1131	ABC-type transporter ATP-binding protein EcsA
KNDGMFLB_00608	CDS	1158				hypothetical protein
KNDGMFLB_00609	CDS	1299	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
KNDGMFLB_00610	CDS	1392		3.4.13.-		Putative dipeptidase
KNDGMFLB_00611	CDS	936	cysK_1	2.5.1.47		Cysteine synthase
KNDGMFLB_00612	CDS	552	ytlP	3.1.4.58		RNA 2',3'-cyclic phosphodiesterase
KNDGMFLB_00613	CDS	915				hypothetical protein
KNDGMFLB_00614	CDS	930	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
KNDGMFLB_00615	CDS	2157	amyX	3.2.1.41	COG1523	Pullulanase
KNDGMFLB_00616	CDS	798				hypothetical protein
KNDGMFLB_00617	CDS	279				hypothetical protein
KNDGMFLB_00618	CDS	642	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
KNDGMFLB_00619	CDS	846	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
KNDGMFLB_00620	CDS	1701	maeA_1	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
KNDGMFLB_00621	CDS	318				hypothetical protein
KNDGMFLB_00622	CDS	1074	ysdC_1	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KNDGMFLB_00623	CDS	447				hypothetical protein
KNDGMFLB_00624	CDS	324	ytpP			Thioredoxin-like protein YtpP
KNDGMFLB_00625	CDS	810				hypothetical protein
KNDGMFLB_00626	CDS	606				hypothetical protein
KNDGMFLB_00627	CDS	2859	sftA			DNA translocase SftA
KNDGMFLB_00628	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
KNDGMFLB_00629	CDS	423				hypothetical protein
KNDGMFLB_00630	CDS	456				hypothetical protein
KNDGMFLB_00631	CDS	327				hypothetical protein
KNDGMFLB_00632	CDS	1077	aroA		COG1605	Protein AroA(G)
KNDGMFLB_00633	CDS	1005	ccpA_1		COG1609	Catabolite control protein A
KNDGMFLB_00634	CDS	819	pomA_1		COG1291	Chemotaxis protein PomA
KNDGMFLB_00635	CDS	729	motB_1		COG1360	Motility protein B
KNDGMFLB_00636	CDS	1164	acuC			Acetoin utilization protein AcuC
KNDGMFLB_00637	CDS	645	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KNDGMFLB_00638	CDS	633	acuA	2.3.1.-		Acetoin utilization protein AcuA
KNDGMFLB_00639	CDS	1719	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KNDGMFLB_00640	CDS	1269	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
KNDGMFLB_00641	CDS	120				hypothetical protein
KNDGMFLB_00642	CDS	603	rpsD		COG0522	30S ribosomal protein S4
KNDGMFLB_00643	CDS	1740				hypothetical protein
KNDGMFLB_00644	CDS	492	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
KNDGMFLB_00645	CDS	624	yttP			putative HTH-type transcriptional regulator YttP
KNDGMFLB_00646	CDS	807	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
KNDGMFLB_00647	CDS	1689	ezrA		COG4477	Septation ring formation regulator EzrA
KNDGMFLB_00648	CDS	1338	brnQ_1		COG1114	Branched-chain amino acid transport system 2 carrier protein
KNDGMFLB_00649	CDS	1146	iscS_1	2.8.1.7	COG1104	Cysteine desulfurase IscS
KNDGMFLB_00650	CDS	1206	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
KNDGMFLB_00651	CDS	210				Small, acid-soluble spore protein 2
KNDGMFLB_00652	CDS	1590	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
KNDGMFLB_00653	CDS	1590	nfdA	3.5.1.91		N-substituted formamide deformylase
KNDGMFLB_00654	CDS	804	nadK1	2.7.1.23	COG0061	NAD kinase 1
KNDGMFLB_00655	CDS	1008	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
KNDGMFLB_00656	CDS	495				hypothetical protein
KNDGMFLB_00657	CDS	705				hypothetical protein
KNDGMFLB_00658	CDS	456	ytfJ		COG3874	putative spore protein YtfJ
KNDGMFLB_00659	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
KNDGMFLB_00660	CDS	990				hypothetical protein
KNDGMFLB_00661	CDS	1188	ackA	2.7.2.1	COG0282	Acetate kinase
KNDGMFLB_00662	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
KNDGMFLB_00663	CDS	1212	argG	6.3.4.5		Argininosuccinate synthase
KNDGMFLB_00664	CDS	1386	argH	4.3.2.1	COG0165	Argininosuccinate lyase
KNDGMFLB_00665	CDS	132				hypothetical protein
KNDGMFLB_00666	CDS	768	fabG_1	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
KNDGMFLB_00667	CDS	684				hypothetical protein
KNDGMFLB_00668	CDS	927	hdfR			HTH-type transcriptional regulator HdfR
KNDGMFLB_00669	CDS	537	ytmI	2.3.1.-		putative N-acetyltransferase YtmI
KNDGMFLB_00670	CDS	810	tcyJ		COG0834	L-cystine-binding protein TcyJ
KNDGMFLB_00671	CDS	813	tcyK		COG0834	L-cystine-binding protein TcyK
KNDGMFLB_00672	CDS	720	tcyL		COG0765	L-cystine transport system permease protein TcyL
KNDGMFLB_00673	CDS	708	tcyM		COG0765	L-cystine transport system permease protein TcyM
KNDGMFLB_00674	CDS	780	tcyN	3.6.3.-	COG1126	L-cystine import ATP-binding protein TcyN
KNDGMFLB_00675	CDS	1005				hypothetical protein
KNDGMFLB_00676	CDS	282				hypothetical protein
KNDGMFLB_00677	CDS	1329	moxC	1.14.-.-	COG2141	Putative monooxygenase MoxC
KNDGMFLB_00678	CDS	693	ribR	2.7.1.26	COG0196	RNA-binding riboflavin kinase RibR
KNDGMFLB_00679	CDS	1251	scmP_1	3.5.1.-	COG1473	N-acetylcysteine deacetylase
KNDGMFLB_00680	CDS	903				hypothetical protein
KNDGMFLB_00681	CDS	1320	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
KNDGMFLB_00682	CDS	303				hypothetical protein
KNDGMFLB_00683	CDS	942	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
KNDGMFLB_00684	CDS	192				hypothetical protein
KNDGMFLB_00685	CDS	504	ytrI			Sporulation membrane protein YtrI
KNDGMFLB_00686	CDS	342	ytrH			Sporulation membrane protein YtrH
KNDGMFLB_00687	CDS	3348	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
KNDGMFLB_00688	CDS	1233		1.1.1.38		NAD-dependent malic enzyme
KNDGMFLB_00689	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
KNDGMFLB_00690	CDS	978	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
KNDGMFLB_00691	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
KNDGMFLB_00692	CDS	1758	pyk	2.7.1.40	COG0469	Pyruvate kinase
KNDGMFLB_00693	CDS	384				hypothetical protein
KNDGMFLB_00694	CDS	1116				Sodium-lithium/proton antiporter
KNDGMFLB_00695	CDS	465				hypothetical protein
KNDGMFLB_00696	CDS	1119	citZ	2.3.3.16	COG0372	Citrate synthase 2
KNDGMFLB_00697	CDS	1272	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
KNDGMFLB_00698	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
KNDGMFLB_00699	CDS	723	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
KNDGMFLB_00700	CDS	1740	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
KNDGMFLB_00701	CDS	2643	polA	2.7.7.7		DNA polymerase I
KNDGMFLB_00702	CDS	837	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
KNDGMFLB_00703	CDS	633	ytaF			putative sporulation protein YtaF
KNDGMFLB_00704	CDS	594	coaE	2.7.1.24		Dephospho-CoA kinase
KNDGMFLB_00705	CDS	843	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
KNDGMFLB_00706	CDS	1191	ydhP_1		COG2814	Inner membrane transport protein YdhP
KNDGMFLB_00707	CDS	381	ytcD_1		COG1733	putative HTH-type transcriptional regulator YtcD
KNDGMFLB_00708	CDS	1023	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
KNDGMFLB_00709	CDS	381	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
KNDGMFLB_00710	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
KNDGMFLB_00711	CDS	1419	dnaB		COG3611	Replication initiation and membrane attachment protein
KNDGMFLB_00712	CDS	936	dnaI		COG1484	Primosomal protein DnaI
KNDGMFLB_00713	CDS	642	ydjZ_1		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
KNDGMFLB_00714	CDS	846				hypothetical protein
KNDGMFLB_00715	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
KNDGMFLB_00716	CDS	783	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
KNDGMFLB_00717	CDS	1782	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
KNDGMFLB_00718	CDS	726	lytR		COG3279	Sensory transduction protein LytR
KNDGMFLB_00719	CDS	441	lrgA		COG1380	Antiholin-like protein LrgA
KNDGMFLB_00720	CDS	696	lrgB		COG1346	Antiholin-like protein LrgB
KNDGMFLB_00721	CDS	666				hypothetical protein
KNDGMFLB_00722	CDS	504	infC			Translation initiation factor IF-3
KNDGMFLB_00723	CDS	201	rpmI		COG0291	50S ribosomal protein L35
KNDGMFLB_00724	CDS	360	rplT		COG0292	50S ribosomal protein L20
KNDGMFLB_00725	CDS	270				hypothetical protein
KNDGMFLB_00726	CDS	393	ysdB			Sigma-w pathway protein YsdB
KNDGMFLB_00727	CDS	1086	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
KNDGMFLB_00728	CDS	972	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
KNDGMFLB_00729	CDS	1491	araA	5.3.1.4		L-arabinose isomerase
KNDGMFLB_00730	CDS	1683	araB	2.7.1.16	COG1069	Ribulokinase
KNDGMFLB_00731	CDS	690	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
